timestamp,sessionId,deviceId,roomId,flameRaw,tempC,humidity,gasRaw,smokeRaw,fireAngle,label,distance_cm,environment_notes,data_source
2026-09-16T05:42:53.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,912,23.67,53.0,111,108,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:54.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,915,23.9,53.07,115,101,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:55.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,907,23.94,53.09,115,100,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:56.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,909,23.65,52.62,109,102,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:57.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,914,23.69,53.09,115,102,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:58.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,911,24.02,52.25,112,105,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:42:59.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,911,23.71,52.65,112,101,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:00.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,910,23.68,52.82,119,104,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:01.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,915,23.83,52.61,114,104,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:02.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,911,23.82,52.96,109,106,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:03.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,907,24.13,52.7,110,105,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:04.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,908,23.78,52.71,111,102,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:05.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,912,23.97,52.15,111,104,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:06.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,912,24.0,52.56,114,102,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
2026-09-16T05:43:07.344595+00:00,SYNTH_FALSE_009,dev_001,Kitchen,920,23.72,52.8,109,101,90,NORMAL,100,Synthetic simulation of FALSE_ALARM condition,synthetic
