timestamp,sessionId,deviceId,roomId,flameRaw,tempC,humidity,gasRaw,smokeRaw,fireAngle,label,distance_cm,environment_notes,data_source
2026-09-16T05:42:53.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,910,26.26,51.41,129,94,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:54.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,909,26.39,51.65,132,90,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:55.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,908,26.62,51.92,134,97,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:56.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,912,26.3,51.52,137,92,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:57.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,911,26.22,51.94,130,95,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:58.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,916,26.17,51.26,130,96,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:42:59.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,919,26.44,51.77,131,93,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:00.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,913,26.37,51.45,135,97,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:01.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,912,26.04,51.72,131,100,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:02.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,918,26.33,51.46,135,94,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:03.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,910,26.29,51.57,133,92,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:04.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,917,26.24,51.44,133,94,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
2026-09-16T05:43:05.323802+00:00,SYNTH_FIRE_013,dev_001,Kitchen,910,26.31,51.75,133,93,90,NORMAL,100,Synthetic simulation of FIRE condition,synthetic
