timestamp,sessionId,deviceId,roomId,flameRaw,tempC,humidity,gasRaw,smokeRaw,fireAngle,label,distance_cm,environment_notes,data_source
2026-09-16T05:42:53.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.22,52.76,125,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:54.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.02,52.51,128,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:55.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,900,23.95,52.4,124,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:56.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,899,24.21,52.45,128,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:57.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,900,23.79,52.64,123,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:58.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,903,23.93,52.5,126,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:59.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,897,24.04,52.31,125,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:00.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.31,52.44,125,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:01.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,906,24.36,52.7,130,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:02.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.4,52.12,131,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:03.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,905,24.2,53.06,125,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:04.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,894,24.16,52.26,128,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:05.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.28,53.01,128,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:06.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,23.88,52.66,123,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:07.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,912,24.07,52.62,127,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:08.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.27,52.61,128,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:09.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,24.1,52.72,125,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:10.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,903,24.13,52.44,126,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:11.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,908,24.2,52.32,123,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:12.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,908,24.16,52.32,122,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:13.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.16,52.54,127,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:14.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,23.97,52.77,124,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:15.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,911,24.15,52.15,121,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:16.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,901,24.09,52.8,121,110,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:17.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,909,24.14,52.41,127,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:18.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,911,24.33,52.84,125,110,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:19.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.03,52.69,122,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:20.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,900,24.18,52.42,126,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:21.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,905,24.12,52.74,127,111,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:22.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,905,24.43,52.34,117,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:23.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.36,52.36,132,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:24.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,24.06,52.3,122,101,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:25.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.17,52.61,126,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:26.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,908,23.93,52.26,125,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:27.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,898,23.89,52.21,126,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:28.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,901,24.32,52.28,126,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:29.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,902,23.96,52.45,121,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:30.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,913,23.98,52.74,128,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:31.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.05,52.37,131,109,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:32.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,902,24.11,52.56,124,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:33.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,902,24.19,52.58,127,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:34.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,902,24.26,52.41,121,111,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:35.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,903,24.17,52.39,122,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:36.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,913,23.94,52.28,121,98,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:37.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,24.19,52.39,130,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:38.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,900,24.58,52.3,125,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:39.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,23.95,52.74,125,100,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:40.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,904,24.12,52.97,124,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:41.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.21,52.57,124,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:42.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,914,24.11,52.86,122,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:43.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,908,24.07,52.65,129,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:44.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,900,24.09,52.72,124,100,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:45.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,908,23.83,52.7,123,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:46.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,907,24.22,52.36,127,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:47.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,897,24.18,52.37,126,107,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:48.285487+00:00,SYNTH_NORM_008,dev_001,Kitchen,910,23.83,53.06,125,109,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
