timestamp,sessionId,deviceId,roomId,flameRaw,tempC,humidity,gasRaw,smokeRaw,fireAngle,label,distance_cm,environment_notes,data_source
2026-09-16T05:42:53.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,915,23.84,57.44,118,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:54.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,927,23.85,57.31,124,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:55.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,922,23.52,57.48,127,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:56.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,911,23.79,57.49,123,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:57.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,912,23.92,56.9,123,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:58.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,916,24.07,57.64,119,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:42:59.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,23.69,56.8,121,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:00.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,23.48,57.32,127,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:01.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,923,23.67,57.96,122,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:02.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,925,23.86,57.75,127,101,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:03.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,924,24.0,57.27,131,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:04.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,916,24.14,57.19,124,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:05.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,921,24.25,57.67,127,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:06.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,917,23.7,57.5,121,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:07.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,24.09,57.24,122,101,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:08.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,924,23.85,57.36,129,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:09.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,925,23.46,57.59,121,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:10.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,923,23.96,57.77,124,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:11.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,922,23.93,57.36,125,103,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:12.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,917,23.96,57.42,122,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:13.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,24.04,57.3,123,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:14.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,23.87,57.68,123,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:15.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,921,23.94,57.15,122,98,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:16.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,921,23.69,57.17,123,100,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:17.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,927,23.53,56.82,125,108,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:18.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,23.83,57.24,121,106,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:19.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,922,23.67,57.38,129,102,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:20.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,912,23.71,57.44,128,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:21.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,922,23.82,57.58,123,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:22.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,920,23.69,58.09,128,105,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:23.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,924,24.04,57.71,121,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:24.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,923,23.53,57.39,127,112,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:25.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,925,23.67,57.05,125,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
2026-09-16T05:43:26.273954+00:00,SYNTH_NORM_002,dev_001,Kitchen,926,23.87,57.38,125,104,90,NORMAL,0,Synthetic simulation of NORMAL condition,synthetic
